name,category,school,1) Behjälplig,2) Obehjälplig,3) Oanvänd,subject,block
"Samla inspiration för nya idéer",Vara innovativ,Gävle,20,12,25,Franska,Tjugofem
"Samla inspiration för nya idéer",Vara innovativ,Helsingborg,18,28,30,Engelska,Tretton
"Samla inspiration för nya idéer",Vara innovativ,Jönköping,27,14,26,Engelska,Trettiotre
"Samla inspiration för nya idéer",Vara innovativ,Katrineholm,8,30,26,Tyska,Trettioåtta
"Samla inspiration för nya idéer",Vara innovativ,Krokslätt,27,2,5,Tyska,Tjugosex
"Samla inspiration för nya idéer",Vara innovativ,Landskrona,12,14,27,Spanska,Sexton
"Samla inspiration för nya idéer",Vara innovativ,Linköping,24,28,4,Franska,Åtta
"Samla inspiration för nya idéer",Vara innovativ,Lund,5,13,25,Tyska,Tjugo
"Samla inspiration för nya idéer",Vara innovativ,Nacka,20,24,19,Matematik,Fyrtiotvå
"Samla inspiration för nya idéer",Vara innovativ,Norrköping,13,2,10,Franska,Tjugofyra
"Samla inspiration för nya idéer",Vara innovativ,Nyköping,10,8,21,Svenska,Sex
"Samla inspiration för nya idéer",Vara innovativ,Saltsjöbaden,25,6,7,Matematik,Tjugofyra
"Samla inspiration för nya idéer",Vara innovativ,Spånga,20,29,10,Franska,Sjutton
"Samla inspiration för nya idéer",Vara innovativ,Trelleborg,18,15,30,Engelska,Tretton
"Samla inspiration för nya idéer",Vara innovativ,Tumba,4,18,12,Spanska,Trettioniio
"Samla inspiration för nya idéer",Vara innovativ,Tyresö,15,25,12,Svenska,Tjugonio
"Samla inspiration för nya idéer",Vara innovativ,Täby,27,6,23,Svenska,Tjugotre
"Samla inspiration för nya idéer",Vara innovativ,Uppsala,11,16,8,Franska,Trettioniio
"Samla inspiration för nya idéer",Vara innovativ,Uppsala Norra,15,7,12,Franska,Tjugosju
"Samla inspiration för nya idéer",Vara innovativ,Varberg,1,17,11,Spanska,Tjugofyra
"Ta snabba anteckningar på dator",Skriva,Borlänge,30,1,27,Spanska,Tio
"Ta snabba anteckningar på dator",Skriva,Borås,6,28,17,Engelska,Tjugosju
"Ta snabba anteckningar på dator",Skriva,Enköping,11,3,25,Matematik,Fyrtioett
"Ta snabba anteckningar på dator",Skriva,Enskede,24,28,13,Svenska,Fyra
"Ta snabba anteckningar på dator",Skriva,Fruängen,10,13,30,Tyska,Tjugosju
"Ta snabba anteckningar på dator",Skriva,Gävle,12,16,25,Tyska,Fyra
"Ta snabba anteckningar på dator",Skriva,Helsingborg,21,7,24,Svenska,Sex
"Ta snabba anteckningar på dator",Skriva,Jönköping,14,23,26,Tyska,Fyra
"Ta snabba anteckningar på dator",Skriva,Katrineholm,30,12,14,Franska,Tjugotre
"Ta snabba anteckningar på dator",Skriva,Krokslätt,16,12,28,Spanska,Fyrtiotvå
"Ta snabba anteckningar på dator",Skriva,Landskrona,14,4,21,Engelska,Trettiosex
"Ta snabba anteckningar på dator",Skriva,Linköping,29,13,4,Tyska,Fyra
"Ta snabba anteckningar på dator",Skriva,Lund,8,24,9,Tyska,Fyrtiofem
"Ta snabba anteckningar på dator",Skriva,Nacka,2,29,20,Matematik,Fyrtiofem
"Ta snabba anteckningar på dator",Skriva,Norrköping,15,6,29,Franska,Tjugotre
"Ta snabba anteckningar på dator",Skriva,Nyköping,5,28,2,Franska,Tjugofem
"Ta snabba anteckningar på dator",Skriva,Saltsjöbaden,6,19,30,Matematik,Sju
"Ta snabba anteckningar på dator",Skriva,Spånga,14,4,5,Svenska,Fyrtiofyra
"Ta snabba anteckningar på dator",Skriva,Trelleborg,13,11,4,Tyska,Fjorton
"Ta snabba anteckningar på dator",Skriva,Tumba,30,24,8,Matematik,Trettioett
"Ta snabba anteckningar på dator",Skriva,Tyresö,2,3,13,Tyska,Tre
"Ta snabba anteckningar på dator",Skriva,Täby,8,29,10,Svenska,Tjugosex
"Ta snabba anteckningar på dator",Skriva,Uppsala,20,25,14,Svenska,Tjugonio
"Ta snabba anteckningar på dator",Skriva,Uppsala Norra,25,19,12,Franska,Trettiosex
"Ta snabba anteckningar på dator",Skriva,Varberg,6,25,15,Franska,Nio
"Skrivmallar",Skriva,Borlänge,4,9,27,Tyska,Tjugoåtta
"Skrivmallar",Skriva,Borås,18,29,15,Engelska,Arton
"Skrivmallar",Skriva,Enköping,12,16,19,Tyska,Sexton
"Skrivmallar",Skriva,Enskede,26,4,11,Spanska,Fyrtiofyra
"Skrivmallar",Skriva,Fruängen,10,27,18,Svenska,Ett
"Skrivmallar",Skriva,Gävle,26,11,12,Tyska,Sexton
"Skrivmallar",Skriva,Helsingborg,23,25,4,Svenska,Trettioåtta
"Skrivmallar",Skriva,Jönköping,28,2,25,Svenska,Ett
"Skrivmallar",Skriva,Katrineholm,11,20,19,Spanska,Tjugotre
"Skrivmallar",Skriva,Krokslätt,19,18,29,Franska,Tjugoåtta
"Skrivmallar",Skriva,Landskrona,22,1,21,Svenska,Tolv
"Skrivmallar",Skriva,Linköping,6,3,19,Franska,Tjugotre
"Skrivmallar",Skriva,Lund,13,3,21,Engelska,Tjugotvå
"Skrivmallar",Skriva,Nacka,22,25,14,Franska,Tolv
"Skrivmallar",Skriva,Norrköping,13,7,19,Engelska,Trettioåtta
"Skrivmallar",Skriva,Nyköping,9,19,17,Franska,Fyrtiotre
"Skrivmallar",Skriva,Saltsjöbaden,4,16,11,Engelska,Två
"Skrivmallar",Skriva,Spånga,29,17,11,Tyska,Sjutton
"Skrivmallar",Skriva,Trelleborg,15,21,28,Matematik,Fyrtiofem
"Skrivmallar",Skriva,Tumba,15,8,19,Engelska,Fyrtiofyra
"Skrivmallar",Skriva,Tyresö,12,26,16,Tyska,Trettiofem
"Skrivmallar",Skriva,Täby,3,16,13,Engelska,Fyrtiotre
"Skrivmallar",Skriva,Uppsala,7,13,8,Tyska,Tolv
"Skrivmallar",Skriva,Uppsala Norra,21,7,20,Matematik,Tjugosju
"Skrivmallar",Skriva,Varberg,10,25,15,Svenska,Tolv
"Ta snabba anteckningar",Skriva,Borlänge,3,30,16,Engelska,Fyrtiotvå
"Ta snabba anteckningar",Skriva,Borås,21,10,13,Matematik,Tjugotvå
"Ta snabba anteckningar",Skriva,Enköping,17,11,23,Tyska,Fyrtiotvå
"Ta snabba anteckningar",Skriva,Enskede,17,22,9,Matematik,Tjugofyra
"Ta snabba anteckningar",Skriva,Fruängen,6,17,28,Matematik,Fjorton
"Ta snabba anteckningar",Skriva,Gävle,5,13,7,Spanska,Trettioåtta
"Ta snabba anteckningar",Skriva,Helsingborg,11,23,13,Matematik,Fyrtiofem
"Ta snabba anteckningar",Skriva,Jönköping,7,28,4,Svenska,Fyrtio
"Ta snabba anteckningar",Skriva,Katrineholm,22,10,13,Spanska,Tre
"Ta snabba anteckningar",Skriva,Krokslätt,22,10,13,Spanska,Trettiofem
"Ta snabba anteckningar",Skriva,Landskrona,10,8,22,Matematik,Trettiofem
"Ta snabba anteckningar",Skriva,Linköping,8,23,30,Engelska,Sjutton
"Ta snabba anteckningar",Skriva,Lund,15,27,19,Svenska,Trettiosex
"Ta snabba anteckningar",Skriva,Nacka,25,14,27,Matematik,Trettiotvå
"Ta snabba anteckningar",Skriva,Norrköping,28,17,12,Engelska,Fyrtiofyra
"Ta snabba anteckningar",Skriva,Nyköping,27,16,21,Franska,Tjugonio
"Ta snabba anteckningar",Skriva,Saltsjöbaden,6,4,23,Spanska,Trettiotvå
"Ta snabba anteckningar",Skriva,Spånga,23,28,21,Engelska,Fyrtioett
"Ta snabba anteckningar",Skriva,Trelleborg,14,28,23,Engelska,Trettio
"Ta snabba anteckningar",Skriva,Tumba,4,19,24,Svenska,Sjutton
"Ta snabba anteckningar",Skriva,Tyresö,22,8,4,Matematik,Tio
"Ta snabba anteckningar",Skriva,Täby,8,1,26,Matematik,Ett
"Ta snabba anteckningar",Skriva,Uppsala,17,20,18,Tyska,Fyrtiofem
"Ta snabba anteckningar",Skriva,Uppsala Norra,8,14,21,Tyska,Trettioåtta
"Ta snabba anteckningar",Skriva,Varberg,6,13,16,Spanska,Trettiosju
"Skriva uppsats",Skriva,Borlänge,3,29,2,Svenska,Trettioett
"Skriva uppsats",Skriva,Borås,29,19,24,Franska,Tjugoett
"Skriva uppsats",Skriva,Enköping,25,21,8,Svenska,Trettioåtta
"Skriva uppsats",Skriva,Enskede,7,20,22,Svenska,Tjugosju
"Skriva uppsats",Skriva,Fruängen,3,24,7,Svenska,Tjugoett
"Skriva uppsats",Skriva,Gävle,25,6,23,Tyska,Sju
"Skriva uppsats",Skriva,Helsingborg,23,14,7,Tyska,Tolv
"Skriva uppsats",Skriva,Jönköping,3,13,11,Svenska,Trettiosex
"Skriva uppsats",Skriva,Katrineholm,6,5,16,Svenska,Fjorton
"Skriva uppsats",Skriva,Krokslätt,10,19,23,Matematik,Trettio
"Skriva uppsats",Skriva,Landskrona,5,13,20,Matematik,Tjugosju
"Skriva uppsats",Skriva,Linköping,4,26,24,Svenska,Sex
"Skriva uppsats",Skriva,Lund,27,8,4,Spanska,Sex
"Skriva uppsats",Skriva,Nacka,9,25,27,Spanska,Tretton
"Skriva uppsats",Skriva,Norrköping,25,24,15,Matematik,Trettiotvå
"Skriva uppsats",Skriva,Nyköping,20,10,19,Spanska,Trettiotvå
"Skriva uppsats",Skriva,Saltsjöbaden,25,21,7,Svenska,Trettioniio
"Skriva uppsats",Skriva,Spånga,26,7,19,Spanska,Trettioniio
"Skriva uppsats",Skriva,Trelleborg,4,9,12,Spanska,Fem
"Skriva uppsats",Skriva,Tumba,25,13,30,Franska,Tio
"Skriva uppsats",Skriva,Tyresö,19,14,7,Matematik,Trettiosex
"Skriva uppsats",Skriva,Täby,29,26,11,Matematik,Tio
"Skriva uppsats",Skriva,Uppsala,21,9,25,Franska,Trettiosex
"Skriva uppsats",Skriva,Uppsala Norra,10,27,15,Matematik,Fyrtiotvå
"Skriva uppsats",Skriva,Varberg,22,29,8,Franska,Fyrtioett
"Kolla din text",Skriva,Borlänge,17,13,25,Spanska,Tretton
"Kolla din text",Skriva,Borås,8,17,24,Spanska,Tjugofyra
"Kolla din text",Skriva,Enköping,15,26,4,Spanska,Arton
"Kolla din text",Skriva,Enskede,6,18,20,Engelska,Två
"Kolla din text",Skriva,Fruängen,29,14,9,Franska,Fyrtioett
"Kolla din text",Skriva,Gävle,16,25,17,Engelska,Åtta
"Kolla din text",Skriva,Helsingborg,3,16,7,Svenska,Fjorton
"Kolla din text",Skriva,Jönköping,8,12,28,Franska,Tretton
"Kolla din text",Skriva,Katrineholm,27,25,4,Tyska,Trettioåtta
"Kolla din text",Skriva,Krokslätt,15,24,19,Svenska,Fyrtioett
"Kolla din text",Skriva,Landskrona,9,28,21,Spanska,Fyrtioett
"Kolla din text",Skriva,Linköping,25,27,21,Engelska,Tjugosju
"Kolla din text",Skriva,Lund,8,22,4,Franska,Fyrtiofyra
"Kolla din text",Skriva,Nacka,16,18,28,Tyska,Fyrtiofyra
"Kolla din text",Skriva,Norrköping,13,1,9,Engelska,Trettiotvå
"Kolla din text",Skriva,Nyköping,16,28,15,Svenska,Trettio
"Kolla din text",Skriva,Saltsjöbaden,7,12,6,Svenska,Fyrtiotvå
"Kolla din text",Skriva,Spånga,27,11,13,Spanska,Sju
"Kolla din text",Skriva,Trelleborg,29,8,30,Engelska,Trettio
"Kolla din text",Skriva,Tumba,12,19,17,Engelska,Trettiofem
"Kolla din text",Skriva,Tyresö,2,20,5,Tyska,Trettioett
"Kolla din text",Skriva,Täby,2,7,9,Franska,Tjugoåtta
"Kolla din text",Skriva,Uppsala,15,20,28,Tyska,Trettiotvå
"Kolla din text",Skriva,Uppsala Norra,21,26,1,Franska,Trettiofem
"Kolla din text",Skriva,Varberg,30,25,3,Tyska,Tjugofyra
"Att skriva en vetenskaplig text",Skriva,Borlänge,2,8,16,Franska,Tjugotvå
"Att skriva en vetenskaplig text",Skriva,Borås,7,24,22,Svenska,Sju
"Att skriva en vetenskaplig text",Skriva,Enköping,18,26,8,Svenska,Trettiosex
"Att skriva en vetenskaplig text",Skriva,Enskede,6,13,27,Engelska,Tolv
"Att skriva en vetenskaplig text",Skriva,Fruängen,9,17,12,Spanska,Trettio
"Att skriva en vetenskaplig text",Skriva,Gävle,10,7,11,Engelska,Nio
"Att skriva en vetenskaplig text",Skriva,Helsingborg,18,1,3,Spanska,Fyrtiofyra
"Att skriva en vetenskaplig text",Skriva,Jönköping,1,16,2,Matematik,Fyra
"Att skriva en vetenskaplig text",Skriva,Katrineholm,29,8,28,Spanska,Fyrtio
"Att skriva en vetenskaplig text",Skriva,Krokslätt,18,13,20,Svenska,Fem
"Att skriva en vetenskaplig text",Skriva,Landskrona,21,16,13,Tyska,Trettiotvå
"Att skriva en vetenskaplig text",Skriva,Linköping,25,24,10,Tyska,Fem
"Att skriva en vetenskaplig text",Skriva,Lund,20,22,13,Spanska,Tjugosju
"Att skriva en vetenskaplig text",Skriva,Nacka,23,24,26,Matematik,Arton
"Att skriva en vetenskaplig text",Skriva,Norrköping,19,14,27,Franska,Elva
"Att skriva en vetenskaplig text",Skriva,Nyköping,16,14,12,Matematik,Tjugoåtta
"Att skriva en vetenskaplig text",Skriva,Saltsjöbaden,23,7,15,Franska,Tjugofem
"Att skriva en vetenskaplig text",Skriva,Spånga,14,7,11,Spanska,Tio
"Att skriva en vetenskaplig text",Skriva,Trelleborg,6,13,23,Tyska,Fyrtiofyra
"Att skriva en vetenskaplig text",Skriva,Tumba,26,21,5,Spanska,Fyrtiofyra
"Att skriva en vetenskaplig text",Skriva,Tyresö,20,24,7,Tyska,Trettiofyra
"Att skriva en vetenskaplig text",Skriva,Täby,25,13,9,Franska,Tre
"Att skriva en vetenskaplig text",Skriva,Uppsala,28,30,8,Spanska,Tjugosju
"Att skriva en vetenskaplig text",Skriva,Uppsala Norra,12,6,7,Engelska,Trettiotre
"Att skriva en vetenskaplig text",Skriva,Varberg,27,9,12,Franska,Tjugofyra
"Anteckna med smart mall",Skriva,Borlänge,20,19,29,Spanska,Elva
"Anteckna med smart mall",Skriva,Borås,29,18,1,Franska,Tjugosju
"Anteckna med smart mall",Skriva,Enköping,9,26,24,Svenska,Tjugofyra
"Anteckna med smart mall",Skriva,Enskede,3,7,15,Spanska,Ett
"Anteckna med smart mall",Skriva,Fruängen,25,7,26,Franska,Trettio
"Anteckna med smart mall",Skriva,Gävle,15,8,26,Matematik,Ett
"Anteckna med smart mall",Skriva,Helsingborg,8,9,19,Engelska,Trettiotvå
"Anteckna med smart mall",Skriva,Jönköping,30,19,16,Engelska,Tjugosex
"Anteckna med smart mall",Skriva,Katrineholm,29,15,21,Engelska,Trettio
"Anteckna med smart mall",Skriva,Krokslätt,12,7,30,Engelska,Fyrtiofyra
"Anteckna med smart mall",Skriva,Landskrona,15,22,13,Spanska,Tio
"Anteckna med smart mall",Skriva,Linköping,8,11,7,Spanska,Sexton
"Anteckna med smart mall",Skriva,Lund,20,25,1,Spanska,Tio
"Anteckna med smart mall",Skriva,Nacka,13,15,6,Tyska,Tjugosex
"Anteckna med smart mall",Skriva,Norrköping,14,9,19,Engelska,Tjugofyra
"Anteckna med smart mall",Skriva,Nyköping,13,23,16,Tyska,Två
"Anteckna med smart mall",Skriva,Saltsjöbaden,16,1,27,Svenska,Fyrtiotvå
"Anteckna med smart mall",Skriva,Spånga,29,13,24,Franska,Arton
"Anteckna med smart mall",Skriva,Trelleborg,23,16,17,Tyska,Tjugotvå
"Anteckna med smart mall",Skriva,Tumba,28,21,26,Svenska,Fyrtio
"Anteckna med smart mall",Skriva,Tyresö,16,24,14,Engelska,Trettiosex
"Anteckna med smart mall",Skriva,Täby,1,2,20,Franska,Tjugofem
"Anteckna med smart mall",Skriva,Uppsala,14,6,26,Spanska,Trettiotre
"Anteckna med smart mall",Skriva,Uppsala Norra,16,28,20,Engelska,Tjugoåtta
"Anteckna med smart mall",Skriva,Varberg,4,2,26,Spanska,Fjorton
"Att bredda en diskussion",Samarbeta,Borlänge,27,10,14,Matematik,Tjugotvå
"Att bredda en diskussion",Samarbeta,Borås,11,7,4,Engelska,Trettioåtta
"Att bredda en diskussion",Samarbeta,Enköping,27,10,26,Matematik,Fem
"Att bredda en diskussion",Samarbeta,Enskede,11,21,29,Matematik,Sexton
"Att bredda en diskussion",Samarbeta,Fruängen,5,9,22,Spanska,Tjugofem
"Att bredda en diskussion",Samarbeta,Gävle,7,8,30,Engelska,Trettiofyra
"Att bredda en diskussion",Samarbeta,Helsingborg,20,26,9,Tyska,Trettiofyra
"Att bredda en diskussion",Samarbeta,Jönköping,28,11,23,Tyska,Fyrtiofem
"Att bredda en diskussion",Samarbeta,Katrineholm,9,3,23,Spanska,Två
"Att bredda en diskussion",Samarbeta,Krokslätt,7,12,8,Franska,Åtta
"Att bredda en diskussion",Samarbeta,Landskrona,10,1,24,Matematik,Fyrtiotre
"Att bredda en diskussion",Samarbeta,Linköping,12,7,28,Spanska,Tjugo
"Att bredda en diskussion",Samarbeta,Lund,27,13,3,Franska,Trettio
"Att bredda en diskussion",Samarbeta,Nacka,17,15,3,Spanska,Femton
"Att bredda en diskussion",Samarbeta,Norrköping,27,14,12,Matematik,Tolv
"Att bredda en diskussion",Samarbeta,Nyköping,25,22,10,Svenska,Arton
"Att bredda en diskussion",Samarbeta,Saltsjöbaden,15,28,13,Svenska,Trettioåtta
"Att bredda en diskussion",Samarbeta,Spånga,26,5,19,Tyska,Ett
"Att bredda en diskussion",Samarbeta,Trelleborg,25,28,13,Spanska,Trettiosex
"Att bredda en diskussion",Samarbeta,Tumba,27,11,28,Franska,Två
"Att bredda en diskussion",Samarbeta,Tyresö,18,16,11,Spanska,Arton
"Att bredda en diskussion",Samarbeta,Täby,16,21,14,Tyska,Elva
"Att bredda en diskussion",Samarbeta,Uppsala,21,3,27,Spanska,Två
"Att bredda en diskussion",Samarbeta,Uppsala Norra,30,20,13,Matematik,Åtta
"Att bredda en diskussion",Samarbeta,Varberg,27,13,26,Franska,Sjutton
"Få ut det mesta av grupparbetet",Samarbeta,Borlänge,17,12,10,Engelska,Trettiofyra
"Få ut det mesta av grupparbetet",Samarbeta,Borås,16,5,21,Franska,Fyrtiotre
"Få ut det mesta av grupparbetet",Samarbeta,Enköping,10,22,12,Franska,Fyrtiofyra
"Få ut det mesta av grupparbetet",Samarbeta,Enskede,15,3,16,Spanska,Fyra
"Få ut det mesta av grupparbetet",Samarbeta,Fruängen,22,1,8,Svenska,Tjugosju
"Få ut det mesta av grupparbetet",Samarbeta,Gävle,25,4,17,Svenska,Fyrtioett
"Få ut det mesta av grupparbetet",Samarbeta,Helsingborg,7,5,3,Svenska,Arton
"Få ut det mesta av grupparbetet",Samarbeta,Jönköping,7,30,19,Matematik,Trettioett
"Få ut det mesta av grupparbetet",Samarbeta,Katrineholm,20,6,22,Franska,Tjugonio
"Få ut det mesta av grupparbetet",Samarbeta,Krokslätt,13,16,24,Svenska,Trettiosju
"Få ut det mesta av grupparbetet",Samarbeta,Landskrona,29,20,18,Tyska,Tjugotre
"Få ut det mesta av grupparbetet",Samarbeta,Linköping,4,26,17,Matematik,Fjorton
"Få ut det mesta av grupparbetet",Samarbeta,Lund,30,4,1,Svenska,Trettiofyra
"Få ut det mesta av grupparbetet",Samarbeta,Nacka,1,18,3,Tyska,Tjugo
"Få ut det mesta av grupparbetet",Samarbeta,Norrköping,7,17,4,Svenska,Trettiosju
"Få ut det mesta av grupparbetet",Samarbeta,Nyköping,19,25,17,Tyska,Fyra
"Få ut det mesta av grupparbetet",Samarbeta,Saltsjöbaden,26,16,21,Engelska,Trettiosex
"Få ut det mesta av grupparbetet",Samarbeta,Spånga,28,29,24,Matematik,Trettiotre
"Få ut det mesta av grupparbetet",Samarbeta,Trelleborg,6,24,5,Matematik,Tjugofem
"Få ut det mesta av grupparbetet",Samarbeta,Tumba,27,21,17,Tyska,Tjugoåtta
"Få ut det mesta av grupparbetet",Samarbeta,Tyresö,23,26,15,Franska,Tjugonio
"Få ut det mesta av grupparbetet",Samarbeta,Täby,13,11,10,Matematik,Fyrtioett
"Få ut det mesta av grupparbetet",Samarbeta,Uppsala,3,18,28,Tyska,Tjugoett
"Få ut det mesta av grupparbetet",Samarbeta,Uppsala Norra,3,30,4,Tyska,Tjugofem
"Få ut det mesta av grupparbetet",Samarbeta,Varberg,1,24,29,Spanska,Fyrtiofem
"Repetitionskompis",Samarbeta,Borlänge,11,6,28,Engelska,Två
"Repetitionskompis",Samarbeta,Borås,29,10,3,Svenska,Tretton
"Repetitionskompis",Samarbeta,Enköping,8,5,16,Franska,Nitton
"Repetitionskompis",Samarbeta,Enskede,13,18,30,Svenska,Trettioett
"Repetitionskompis",Samarbeta,Fruängen,13,30,3,Spanska,Tjugoåtta
"Repetitionskompis",Samarbeta,Gävle,19,4,10,Tyska,Trettio
"Repetitionskompis",Samarbeta,Helsingborg,14,18,8,Franska,Elva
"Repetitionskompis",Samarbeta,Jönköping,1,30,2,Engelska,Trettiosex
"Repetitionskompis",Samarbeta,Katrineholm,5,8,19,Spanska,Tjugosex
"Repetitionskompis",Samarbeta,Krokslätt,6,16,1,Svenska,Tjugoåtta
"Repetitionskompis",Samarbeta,Landskrona,4,8,29,Matematik,Fem
"Repetitionskompis",Samarbeta,Linköping,26,25,16,Spanska,Trettioett
"Repetitionskompis",Samarbeta,Lund,19,6,7,Franska,Tjugosex
"Repetitionskompis",Samarbeta,Nacka,9,12,4,Franska,Tjugonio
"Repetitionskompis",Samarbeta,Norrköping,8,19,30,Engelska,Fem
"Repetitionskompis",Samarbeta,Nyköping,1,27,5,Svenska,Elva
"Repetitionskompis",Samarbeta,Saltsjöbaden,26,13,16,Spanska,Sju
"Repetitionskompis",Samarbeta,Spånga,17,16,4,Matematik,Fyrtio
"Repetitionskompis",Samarbeta,Trelleborg,23,21,12,Spanska,Fyra
"Repetitionskompis",Samarbeta,Tumba,10,2,21,Svenska,Fyrtiotvå
"Repetitionskompis",Samarbeta,Tyresö,12,1,4,Spanska,Fyrtioett
"Repetitionskompis",Samarbeta,Täby,27,24,11,Svenska,Tjugosju
"Repetitionskompis",Samarbeta,Uppsala,9,2,6,Franska,Trettioett
"Repetitionskompis",Samarbeta,Uppsala Norra,8,27,16,Tyska,Trettiotre
"Repetitionskompis",Samarbeta,Varberg,12,3,29,Svenska,Nitton
"Skaffa en studybuddy",Samarbeta,Borlänge,20,19,7,Engelska,Sexton
"Skaffa en studybuddy",Samarbeta,Borås,12,19,16,Franska,Trettioett
"Skaffa en studybuddy",Samarbeta,Enköping,3,19,23,Tyska,Fjorton
"Skaffa en studybuddy",Samarbeta,Enskede,28,12,27,Tyska,Tre
"Skaffa en studybuddy",Samarbeta,Fruängen,10,19,25,Engelska,Tjugoett
"Skaffa en studybuddy",Samarbeta,Gävle,26,10,18,Franska,Fyrtiofyra
"Skaffa en studybuddy",Samarbeta,Helsingborg,30,13,12,Tyska,Femton
"Skaffa en studybuddy",Samarbeta,Jönköping,25,20,17,Franska,Nio
"Skaffa en studybuddy",Samarbeta,Katrineholm,20,4,9,Franska,Ett
"Skaffa en studybuddy",Samarbeta,Krokslätt,22,30,11,Tyska,Sex
"Skaffa en studybuddy",Samarbeta,Landskrona,23,10,21,Tyska,Sexton
"Skaffa en studybuddy",Samarbeta,Linköping,21,10,28,Engelska,Fyrtiotre
"Skaffa en studybuddy",Samarbeta,Lund,10,11,3,Spanska,Tjugosju
"Skaffa en studybuddy",Samarbeta,Nacka,8,4,7,Tyska,Tolv
"Skaffa en studybuddy",Samarbeta,Norrköping,20,29,30,Engelska,Femton
"Skaffa en studybuddy",Samarbeta,Nyköping,4,14,25,Engelska,Trettioåtta
"Skaffa en studybuddy",Samarbeta,Saltsjöbaden,20,13,10,Engelska,Fjorton
"Skaffa en studybuddy",Samarbeta,Spånga,28,19,5,Tyska,Trettioett
"Skaffa en studybuddy",Samarbeta,Trelleborg,17,24,18,Engelska,Tjugo
"Skaffa en studybuddy",Samarbeta,Tumba,26,3,9,Tyska,Tjugoåtta
"Skaffa en studybuddy",Samarbeta,Tyresö,28,19,15,Tyska,Trettioniio
"Skaffa en studybuddy",Samarbeta,Täby,17,6,27,Spanska,Sex
"Skaffa en studybuddy",Samarbeta,Uppsala,6,30,8,Engelska,Tjugoett
"Skaffa en studybuddy",Samarbeta,Uppsala Norra,1,23,9,Franska,Tjugoett
"Skaffa en studybuddy",Samarbeta,Varberg,15,3,6,Tyska,Åtta
"Ta hjälp av varandra",Samarbeta,Borlänge,9,4,10,Spanska,Åtta
"Ta hjälp av varandra",Samarbeta,Borås,3,8,26,Spanska,Elva
"Ta hjälp av varandra",Samarbeta,Enköping,16,8,28,Svenska,Trettiotre
"Ta hjälp av varandra",Samarbeta,Enskede,17,19,11,Tyska,Tjugoåtta
"Ta hjälp av varandra",Samarbeta,Fruängen,1,15,18,Tyska,Trettioåtta
"Ta hjälp av varandra",Samarbeta,Gävle,11,23,9,Spanska,Tio
"Ta hjälp av varandra",Samarbeta,Helsingborg,25,17,30,Svenska,Trettioåtta
"Ta hjälp av varandra",Samarbeta,Jönköping,27,24,2,Matematik,Sju
"Ta hjälp av varandra",Samarbeta,Katrineholm,5,30,29,Engelska,Tjugosex
"Ta hjälp av varandra",Samarbeta,Krokslätt,26,19,13,Franska,Nio
"Ta hjälp av varandra",Samarbeta,Landskrona,29,25,24,Engelska,Fjorton
"Ta hjälp av varandra",Samarbeta,Linköping,12,16,1,Matematik,Tjugo
"Ta hjälp av varandra",Samarbeta,Lund,7,24,18,Franska,Tjugofem
"Ta hjälp av varandra",Samarbeta,Nacka,24,8,9,Engelska,Fyrtio
"Ta hjälp av varandra",Samarbeta,Norrköping,3,21,19,Spanska,Sex
"Ta hjälp av varandra",Samarbeta,Nyköping,12,11,22,Matematik,Trettioett
"Ta hjälp av varandra",Samarbeta,Saltsjöbaden,10,25,21,Franska,Tjugosex
"Ta hjälp av varandra",Samarbeta,Spånga,25,1,23,Tyska,Trettiofem
"Ta hjälp av varandra",Samarbeta,Trelleborg,9,30,11,Matematik,Ett
"Ta hjälp av varandra",Samarbeta,Tumba,17,10,4,Spanska,Trettiosju
"Ta hjälp av varandra",Samarbeta,Tyresö,10,18,9,Franska,Sex
"Ta hjälp av varandra",Samarbeta,Täby,2,26,20,Tyska,Sex
"Ta hjälp av varandra",Samarbeta,Uppsala,12,16,11,Spanska,Fyrtioett
"Ta hjälp av varandra",Samarbeta,Uppsala Norra,3,14,19,Svenska,Fyrtiofyra
"Ta hjälp av varandra",Samarbeta,Varberg,3,24,15,Engelska,Fyrtiofyra
"Kommunikation när du samarbetar",Samarbeta,Borlänge,27,22,17,Franska,Fyrtio
"Kommunikation när du samarbetar",Samarbeta,Borås,4,22,8,Matematik,Tjugotvå
"Kommunikation när du samarbetar",Samarbeta,Enköping,18,8,5,Svenska,Fyrtiotre
"Kommunikation när du samarbetar",Samarbeta,Enskede,3,4,24,Franska,Tre
"Kommunikation när du samarbetar",Samarbeta,Fruängen,28,29,26,Svenska,Trettiofem
"Kommunikation när du samarbetar",Samarbeta,Gävle,6,20,13,Tyska,Tjugofem
"Kommunikation när du samarbetar",Samarbeta,Helsingborg,19,12,4,Engelska,Trettioett
"Kommunikation när du samarbetar",Samarbeta,Jönköping,12,19,10,Svenska,Tjugotvå
"Kommunikation när du samarbetar",Samarbeta,Katrineholm,19,4,10,Spanska,Arton
"Kommunikation när du samarbetar",Samarbeta,Krokslätt,18,28,2,Spanska,Trettio
"Kommunikation när du samarbetar",Samarbeta,Landskrona,5,11,1,Svenska,Tjugo
"Kommunikation när du samarbetar",Samarbeta,Linköping,29,21,27,Matematik,Trettio
"Kommunikation när du samarbetar",Samarbeta,Lund,3,10,18,Spanska,Femton
