name,category,school,Behjälplig,Obehjälplig,Oanvänd
"Att diskutera i grupp",Samarbeta,Landskrona,10,24,30
"Att diskutera i grupp",Samarbeta,Linköping,15,27,23
"Att diskutera i grupp",Samarbeta,Lund,24,18,8
"Att diskutera i grupp",Samarbeta,Nacka,3,15,30
"Att diskutera i grupp",Samarbeta,Norrköping,9,26,29
"Att diskutera i grupp",Samarbeta,Nyköping,12,9,20
"Att diskutera i grupp",Samarbeta,Saltsjöbaden,6,20,26
"Att diskutera i grupp",Samarbeta,Spånga,4,6,16
"Att diskutera i grupp",Samarbeta,Trelleborg,23,1,13
"Att diskutera i grupp",Samarbeta,Tumba,15,13,23
"Att diskutera i grupp",Samarbeta,Tyresö,11,15,2
"Att diskutera i grupp",Samarbeta,Täby,20,12,25
"Att diskutera i grupp",Samarbeta,Uppsala,14,19,3
"Att diskutera i grupp",Samarbeta,Uppsala Norra,28,22,1
"Att diskutera i grupp",Samarbeta,Varberg,24,28,14
"Skapa överblick",Planera ditt lärande,Borlänge,13,6,18
"Skapa överblick",Planera ditt lärande,Borås,18,17,2
"Skapa överblick",Planera ditt lärande,Enköping,14,12,10
"Skapa överblick",Planera ditt lärande,Enskede,20,12,21
"Skapa överblick",Planera ditt lärande,Fruängen,18,10,22
"Skapa överblick",Planera ditt lärande,Gävle,7,25,29
"Skapa överblick",Planera ditt lärande,Helsingborg,11,19,10
"Skapa överblick",Planera ditt lärande,Jönköping,18,16,8
"Skapa överblick",Planera ditt lärande,Katrineholm,25,6,18
"Skapa överblick",Planera ditt lärande,Krokslätt,30,24,12
"Skapa överblick",Planera ditt lärande,Landskrona,26,25,21
"Skapa överblick",Planera ditt lärande,Linköping,15,29,8
"Skapa överblick",Planera ditt lärande,Lund,21,17,23
"Skapa överblick",Planera ditt lärande,Nacka,7,11,28
"Skapa överblick",Planera ditt lärande,Norrköping,1,21,18
"Skapa överblick",Planera ditt lärande,Nyköping,25,8,19
"Skapa överblick",Planera ditt lärande,Saltsjöbaden,14,13,10
"Skapa överblick",Planera ditt lärande,Spånga,15,19,10
"Skapa överblick",Planera ditt lärande,Trelleborg,1,18,27
"Skapa överblick",Planera ditt lärande,Tumba,9,3,17
"Skapa överblick",Planera ditt lärande,Tyresö,6,7,27
"Skapa överblick",Planera ditt lärande,Täby,24,30,9
"Skapa överblick",Planera ditt lärande,Uppsala,13,28,23
"Skapa överblick",Planera ditt lärande,Uppsala Norra,28,29,9
"Skapa överblick",Planera ditt lärande,Varberg,9,14,30
"Sätta mål - hur du förbereder dig",Planera ditt lärande,Borlänge,9,21,13
"Sätta mål - hur du förbereder dig",Planera ditt lärande,Borås,4,7,22
"Sätta mål - hur du förbereder dig",Planera ditt lärande,Enköping,22,27,25
"Sätta mål - hur du förbereder dig",Planera ditt lärande,Enskede,19,28,29
"Sätta mål - hur du förbereder dig",Planera ditt lärande,Fruängen,30,14,4
"Sätta mål - hur du förbereder dig",Planera ditt lärande,Gävle,13,1,25
"Sätta mål - hur du förbereder dig",Planera ditt lärande,Helsingborg,18,12,4
"Sätta mål - hur du förbereder dig",Planera ditt lärande,Jönköping,9,27,24
"Sätta mål - hur du förbereder dig",Planera ditt lärande,Katrineholm,1,29,30
"Sätta mål - hur du förbereder dig",Planera ditt lärande,Krokslätt,23,21,9
"Sätta mål - hur du förbereder dig",Planera ditt lärande,Landskrona,11,21,16
"Sätta mål - hur du förbereder dig",Planera ditt lärande,Linköping,22,9,5
"Sätta mål - hur du förbereder dig",Planera ditt lärande,Lund,25,12,22
"Sätta mål - hur du förbereder dig",Planera ditt lärande,Nacka,8,7,14
"Sätta mål - hur du förbereder dig",Planera ditt lärande,Norrköping,16,28,9
"Sätta mål - hur du förbereder dig",Planera ditt lärande,Nyköping,22,16,1
"Sätta mål - hur du förbereder dig",Planera ditt lärande,Saltsjöbaden,26,3,29
"Sätta mål - hur du förbereder dig",Planera ditt lärande,Spånga,29,27,8
"Sätta mål - hur du förbereder dig",Planera ditt lärande,Trelleborg,10,20,11
"Sätta mål - hur du förbereder dig",Planera ditt lärande,Tumba,1,26,17
"Sätta mål - hur du förbereder dig",Planera ditt lärande,Tyresö,18,27,26
"Sätta mål - hur du förbereder dig",Planera ditt lärande,Täby,16,9,13
"Sätta mål - hur du förbereder dig",Planera ditt lärande,Uppsala,2,13,17
"Sätta mål - hur du förbereder dig",Planera ditt lärande,Uppsala Norra,14,3,7
"Sätta mål - hur du förbereder dig",Planera ditt lärande,Varberg,5,15,9
"TUR-mål",Planera ditt lärande,Borlänge,24,18,6
"TUR-mål",Planera ditt lärande,Borås,3,22,11
"TUR-mål",Planera ditt lärande,Enköping,8,24,13
"TUR-mål",Planera ditt lärande,Enskede,19,10,11
"TUR-mål",Planera ditt lärande,Fruängen,13,16,18
"TUR-mål",Planera ditt lärande,Gävle,30,11,26
"TUR-mål",Planera ditt lärande,Helsingborg,9,17,7
"TUR-mål",Planera ditt lärande,Jönköping,11,15,8
"TUR-mål",Planera ditt lärande,Katrineholm,13,24,25
"TUR-mål",Planera ditt lärande,Krokslätt,12,4,22
"TUR-mål",Planera ditt lärande,Landskrona,15,24,23
"TUR-mål",Planera ditt lärande,Linköping,27,19,15
"TUR-mål",Planera ditt lärande,Lund,25,23,22
"TUR-mål",Planera ditt lärande,Nacka,13,7,21
"TUR-mål",Planera ditt lärande,Norrköping,26,11,5
"TUR-mål",Planera ditt lärande,Nyköping,2,8,7
"TUR-mål",Planera ditt lärande,Saltsjöbaden,22,9,29
"TUR-mål",Planera ditt lärande,Spånga,1,19,14
"TUR-mål",Planera ditt lärande,Trelleborg,15,29,23
"TUR-mål",Planera ditt lärande,Tumba,4,1,23
"TUR-mål",Planera ditt lärande,Tyresö,8,22,1
"TUR-mål",Planera ditt lärande,Täby,23,10,20
"TUR-mål",Planera ditt lärande,Uppsala,19,26,18
"TUR-mål",Planera ditt lärande,Uppsala Norra,13,26,9
"TUR-mål",Planera ditt lärande,Varberg,18,19,16
"Strategier för att komma igång",Planera ditt lärande,Borlänge,12,25,6
"Strategier för att komma igång",Planera ditt lärande,Borås,29,7,2
"Strategier för att komma igång",Planera ditt lärande,Enköping,29,11,24
"Strategier för att komma igång",Planera ditt lärande,Enskede,1,4,23
"Strategier för att komma igång",Planera ditt lärande,Fruängen,6,17,30
"Strategier för att komma igång",Planera ditt lärande,Gävle,20,26,3
"Strategier för att komma igång",Planera ditt lärande,Helsingborg,21,3,5
"Strategier för att komma igång",Planera ditt lärande,Jönköping,26,28,3
"Strategier för att komma igång",Planera ditt lärande,Katrineholm,10,16,26
"Strategier för att komma igång",Planera ditt lärande,Krokslätt,8,29,7
"Strategier för att komma igång",Planera ditt lärande,Landskrona,6,9,15
"Strategier för att komma igång",Planera ditt lärande,Linköping,23,4,5
"Strategier för att komma igång",Planera ditt lärande,Lund,17,11,13
"Strategier för att komma igång",Planera ditt lärande,Nacka,20,16,9
"Strategier för att komma igång",Planera ditt lärande,Norrköping,26,22,25
"Strategier för att komma igång",Planera ditt lärande,Nyköping,25,18,28
"Strategier för att komma igång",Planera ditt lärande,Saltsjöbaden,1,29,21
"Strategier för att komma igång",Planera ditt lärande,Spånga,29,6,16
"Strategier för att komma igång",Planera ditt lärande,Trelleborg,13,14,16
"Strategier för att komma igång",Planera ditt lärande,Tumba,21,9,20
"Strategier för att komma igång",Planera ditt lärande,Tyresö,5,11,18
"Strategier för att komma igång",Planera ditt lärande,Täby,24,28,21
"Strategier för att komma igång",Planera ditt lärande,Uppsala,28,7,4
"Strategier för att komma igång",Planera ditt lärande,Uppsala Norra,11,17,20
"Strategier för att komma igång",Planera ditt lärande,Varberg,8,25,22
"Enkel inlärningscykel",Planera ditt lärande,Borlänge,12,25,6
"Enkel inlärningscykel",Planera ditt lärande,Borås,29,7,2
"Enkel inlärningscykel",Planera ditt lärande,Enköping,29,11,24
"Enkel inlärningscykel",Planera ditt lärande,Enskede,1,4,23
"Enkel inlärningscykel",Planera ditt lärande,Fruängen,6,17,30
"Enkel inlärningscykel",Planera ditt lärande,Gävle,20,26,3
"Enkel inlärningscykel",Planera ditt lärande,Helsingborg,21,3,5
"Enkel inlärningscykel",Planera ditt lärande,Jönköping,26,28,3
"Enkel inlärningscykel",Planera ditt lärande,Katrineholm,10,16,26
"Enkel inlärningscykel",Planera ditt lärande,Krokslätt,8,29,7
"Enkel inlärningscykel",Planera ditt lärande,Landskrona,6,9,15
"Enkel inlärningscykel",Planera ditt lärande,Linköping,23,4,5
"Enkel inlärningscykel",Planera ditt lärande,Lund,17,11,13
"Enkel inlärningscykel",Planera ditt lärande,Nacka,20,16,9
"Enkel inlärningscykel",Planera ditt lärande,Norrköping,26,22,25
"Enkel inlärningscykel",Planera ditt lärande,Nyköping,25,18,28
"Enkel inlärningscykel",Planera ditt lärande,Saltsjöbaden,1,29,21
"Enkel inlärningscykel",Planera ditt lärande,Spånga,29,6,16
"Enkel inlärningscykel",Planera ditt lärande,Trelleborg,13,14,16
"Enkel inlärningscykel",Planera ditt lärande,Tumba,21,9,20
"Enkel inlärningscykel",Planera ditt lärande,Tyresö,5,11,18
"Enkel inlärningscykel",Planera ditt lärande,Täby,24,28,21
"Enkel inlärningscykel",Planera ditt lärande,Uppsala,28,7,4
"Enkel inlärningscykel",Planera ditt lärande,Uppsala Norra,11,17,20
"Enkel inlärningscykel",Planera ditt lärande,Varberg,8,25,22
"Dela upp i underuppgifter",Planera ditt lärande,Borlänge,15,12,5
"Dela upp i underuppgifter",Planera ditt lärande,Borås,14,10,27
"Dela upp i underuppgifter",Planera ditt lärande,Enköping,3,7,9
"Dela upp i underuppgifter",Planera ditt lärande,Enskede,15,4,14
"Dela upp i underuppgifter",Planera ditt lärande,Fruängen,24,10,19
"Dela upp i underuppgifter",Planera ditt lärande,Gävle,1,17,18
"Dela upp i underuppgifter",Planera ditt lärande,Helsingborg,26,20,24
"Dela upp i underuppgifter",Planera ditt lärande,Jönköping,29,3,21
"Dela upp i underuppgifter",Planera ditt lärande,Katrineholm,7,19,22
"Dela upp i underuppgifter",Planera ditt lärande,Krokslätt,14,23,16
"Dela upp i underuppgifter",Planera ditt lärande,Landskrona,17,6,30
"Dela upp i underuppgifter",Planera ditt lärande,Linköping,21,1,22
"Dela upp i underuppgifter",Planera ditt lärande,Lund,7,9,25
"Dela upp i underuppgifter",Planera ditt lärande,Nacka,4,12,24
"Dela upp i underuppgifter",Planera ditt lärande,Norrköping,3,14,5
"Dela upp i underuppgifter",Planera ditt lärande,Nyköping,18,5,23
"Dela upp i underuppgifter",Planera ditt lärande,Saltsjöbaden,18,10,13
"Dela upp i underuppgifter",Planera ditt lärande,Spånga,20,18,14
"Dela upp i underuppgifter",Planera ditt lärande,Trelleborg,8,18,26
"Dela upp i underuppgifter",Planera ditt lärande,Tumba,23,29,25
"Dela upp i underuppgifter",Planera ditt lärande,Tyresö,25,9,28
"Dela upp i underuppgifter",Planera ditt lärande,Täby,11,6,17
"Dela upp i underuppgifter",Planera ditt lärande,Uppsala,11,26,20
"Dela upp i underuppgifter",Planera ditt lärande,Uppsala Norra,22,29,1
"Dela upp i underuppgifter",Planera ditt lärande,Varberg,6,10,5
"Använd dina kunskaper om världen",Lyssna,Borlänge,12,29,5
"Använd dina kunskaper om världen",Lyssna,Borås,12,16,5
"Använd dina kunskaper om världen",Lyssna,Enköping,6,16,3
"Använd dina kunskaper om världen",Lyssna,Enskede,22,13,25
"Använd dina kunskaper om världen",Lyssna,Fruängen,1,2,3
"Använd dina kunskaper om världen",Lyssna,Gävle,1,25,16
"Använd dina kunskaper om världen",Lyssna,Helsingborg,29,28,23
"Använd dina kunskaper om världen",Lyssna,Jönköping,2,28,10
"Använd dina kunskaper om världen",Lyssna,Katrineholm,7,15,18
"Använd dina kunskaper om världen",Lyssna,Krokslätt,1,2,21
"Använd dina kunskaper om världen",Lyssna,Landskrona,2,21,16
"Använd dina kunskaper om världen",Lyssna,Linköping,1,18,19
"Använd dina kunskaper om världen",Lyssna,Lund,7,10,27
"Använd dina kunskaper om världen",Lyssna,Nacka,21,3,6
"Använd dina kunskaper om världen",Lyssna,Norrköping,5,2,28
"Använd dina kunskaper om världen",Lyssna,Nyköping,1,13,12
"Använd dina kunskaper om världen",Lyssna,Saltsjöbaden,18,29,12
"Använd dina kunskaper om världen",Lyssna,Spånga,5,3,25
"Använd dina kunskaper om världen",Lyssna,Trelleborg,7,13,17
"Använd dina kunskaper om världen",Lyssna,Tumba,1,15,3
"Använd dina kunskaper om världen",Lyssna,Tyresö,20,17,13
"Använd dina kunskaper om världen",Lyssna,Täby,10,23,14
"Använd dina kunskaper om världen",Lyssna,Uppsala,23,18,14
"Använd dina kunskaper om världen",Lyssna,Uppsala Norra,25,16,15
"Använd dina kunskaper om världen",Lyssna,Varberg,17,7,2
"Förutspå och lyssna flera gånger",Lyssna,Borlänge,8,14,7
"Förutspå och lyssna flera gånger",Lyssna,Borås,20,23,14
"Förutspå och lyssna flera gånger",Lyssna,Enköping,11,5,18
"Förutspå och lyssna flera gånger",Lyssna,Enskede,16,25,20
"Förutspå och lyssna flera gånger",Lyssna,Fruängen,26,8,3
"Förutspå och lyssna flera gånger",Lyssna,Gävle,3,25,2
"Förutspå och lyssna flera gånger",Lyssna,Helsingborg,12,29,7
"Förutspå och lyssna flera gånger",Lyssna,Jönköping,7,14,2
"Förutspå och lyssna flera gånger",Lyssna,Katrineholm,26,19,9
"Förutspå och lyssna flera gånger",Lyssna,Krokslätt,15,24,4
"Förutspå och lyssna flera gånger",Lyssna,Landskrona,10,3,18
"Förutspå och lyssna flera gånger",Lyssna,Linköping,11,23,5
"Förutspå och lyssna flera gånger",Lyssna,Lund,9,10,4
"Förutspå och lyssna flera gånger",Lyssna,Nacka,25,12,5
"Förutspå och lyssna flera gånger",Lyssna,Norrköping,1,22,16
"Förutspå och lyssna flera gånger",Lyssna,Nyköping,1,22,3
"Förutspå och lyssna flera gånger",Lyssna,Saltsjöbaden,11,25,9
"Förutspå och lyssna flera gånger",Lyssna,Spånga,14,2,19
"Förutspå och lyssna flera gånger",Lyssna,Trelleborg,26,10,21
"Förutspå och lyssna flera gånger",Lyssna,Tumba,21,29,16
"Förutspå och lyssna flera gånger",Lyssna,Tyresö,2,22,11
"Förutspå och lyssna flera gånger",Lyssna,Täby,11,27,14
"Förutspå och lyssna flera gånger",Lyssna,Uppsala,5,13,30
"Förutspå och lyssna flera gånger",Lyssna,Uppsala Norra,4,18,17
"Förutspå och lyssna flera gånger",Lyssna,Varberg,18,19,21
"Lyssna aktivt på en föreläsning",Lyssna,Borlänge,16,15,14
"Lyssna aktivt på en föreläsning",Lyssna,Borås,5,21,1
"Lyssna aktivt på en föreläsning",Lyssna,Enköping,22,20,19
"Lyssna aktivt på en föreläsning",Lyssna,Enskede,8,17,29
"Lyssna aktivt på en föreläsning",Lyssna,Fruängen,21,28,30
"Lyssna aktivt på en föreläsning",Lyssna,Gävle,20,10,14
"Lyssna aktivt på en föreläsning",Lyssna,Helsingborg,14,21,25
"Lyssna aktivt på en föreläsning",Lyssna,Jönköping,26,14,22
"Lyssna aktivt på en föreläsning",Lyssna,Katrineholm,10,14,4
"Lyssna aktivt på en föreläsning",Lyssna,Krokslätt,15,22,23
"Lyssna aktivt på en föreläsning",Lyssna,Landskrona,28,22,11
"Lyssna aktivt på en föreläsning",Lyssna,Linköping,27,12,19
"Lyssna aktivt på en föreläsning",Lyssna,Lund,29,8,21
"Lyssna aktivt på en föreläsning",Lyssna,Nacka,25,24,27
"Lyssna aktivt på en föreläsning",Lyssna,Norrköping,1,5,22
"Lyssna aktivt på en föreläsning",Lyssna,Nyköping,10,24,22
"Lyssna aktivt på en föreläsning",Lyssna,Saltsjöbaden,3,30,19
"Lyssna aktivt på en föreläsning",Lyssna,Spånga,9,27,16
"Lyssna aktivt på en föreläsning",Lyssna,Trelleborg,6,24,13
"Lyssna aktivt på en föreläsning",Lyssna,Tumba,5,13,21
"Lyssna aktivt på en föreläsning",Lyssna,Tyresö,20,1,9
"Lyssna aktivt på en föreläsning",Lyssna,Täby,14,27,30
"Lyssna aktivt på en föreläsning",Lyssna,Uppsala,24,15,25
"Lyssna aktivt på en föreläsning",Lyssna,Uppsala Norra,1,10,3
"Lyssna aktivt på en föreläsning",Lyssna,Varberg,3,25,15
"Lyssna efter det du redan kan",Lyssna,Borlänge,15,7,20
"Lyssna efter det du redan kan",Lyssna,Borås,2,28,4
"Lyssna efter det du redan kan",Lyssna,Enköping,28,23,25
"Lyssna efter det du redan kan",Lyssna,Enskede,5,11,15
"Lyssna efter det du redan kan",Lyssna,Fruängen,8,22,18
"Lyssna efter det du redan kan",Lyssna,Gävle,25,10,20
"Lyssna efter det du redan kan",Lyssna,Helsingborg,24,23,8
"Lyssna efter det du redan kan",Lyssna,Jönköping,29,25,24
"Lyssna efter det du redan kan",Lyssna,Katrineholm,26,25,5
"Lyssna efter det du redan kan",Lyssna,Krokslätt,29,18,17
"Lyssna efter det du redan kan",Lyssna,Landskrona,26,29,9
"Lyssna efter det du redan kan",Lyssna,Linköping,5,25,21
"Lyssna efter det du redan kan",Lyssna,Lund,11,4,17
"Lyssna efter det du redan kan",Lyssna,Nacka,8,14,21
"Lyssna efter det du redan kan",Lyssna,Norrköping,11,14,1
"Lyssna efter det du redan kan",Lyssna,Nyköping,6,9,1
"Lyssna efter det du redan kan",Lyssna,Saltsjöbaden,15,8,1
"Lyssna efter det du redan kan",Lyssna,Spånga,28,4,16
"Lyssna efter det du redan kan",Lyssna,Trelleborg,19,25,24
"Lyssna efter det du redan kan",Lyssna,Tumba,28,20,18
"Lyssna efter det du redan kan",Lyssna,Tyresö,25,21,1
"Lyssna efter det du redan kan",Lyssna,Täby,24,26,3
"Lyssna efter det du redan kan",Lyssna,Uppsala,13,2,7
"Lyssna efter det du redan kan",Lyssna,Uppsala Norra,12,6,10
"Lyssna efter det du redan kan",Lyssna,Varberg,19,12,17
"Någon som lyssnar",Lyssna,Borlänge,21,12,15
"Någon som lyssnar",Lyssna,Borås,19,27,23
"Någon som lyssnar",Lyssna,Enköping,15,18,6
"Någon som lyssnar",Lyssna,Enskede,28,21,13
"Någon som lyssnar",Lyssna,Fruängen,13,29,30
"Någon som lyssnar",Lyssna,Gävle,14,7,16
"Någon som lyssnar",Lyssna,Helsingborg,22,25,3
"Någon som lyssnar",Lyssna,Jönköping,12,11,27
"Någon som lyssnar",Lyssna,Katrineholm,26,25,17
"Någon som lyssnar",Lyssna,Krokslätt,25,3,10
"Någon som lyssnar",Lyssna,Landskrona,28,21,24
"Någon som lyssnar",Lyssna,Linköping,26,30,24
"Någon som lyssnar",Lyssna,Lund,21,15,18
"Någon som lyssnar",Lyssna,Nacka,13,16,17
"Någon som lyssnar",Lyssna,Norrköping,27,17,7
"Någon som lyssnar",Lyssna,Nyköping,23,10,19
"Någon som lyssnar",Lyssna,Saltsjöbaden,18,15,28
"Någon som lyssnar",Lyssna,Spånga,13,8,22
"Någon som lyssnar",Lyssna,Trelleborg,6,1,12
"Någon som lyssnar",Lyssna,Tumba,25,11,27
"Någon som lyssnar",Lyssna,Tyresö,26,20,4
"Någon som lyssnar",Lyssna,Täby,26,25,11
"Någon som lyssnar",Lyssna,Uppsala,8,12,16
"Någon som lyssnar",Lyssna,Uppsala Norra,7,5,12
"Någon som lyssnar",Lyssna,Varberg,26,15,13
"Skapa bilder i huvudet",Lyssna,Borlänge,29,21,9
"Skapa bilder i huvudet",Lyssna,Borås,20,14,18
"Skapa bilder i huvudet",Lyssna,Enköping,8,29,4
"Skapa bilder i huvudet",Lyssna,Enskede,29,25,21
"Skapa bilder i huvudet",Lyssna,Fruängen,8,20,21
"Skapa bilder i huvudet",Lyssna,Gävle,19,1,7
"Skapa bilder i huvudet",Lyssna,Helsingborg,15,14,29
"Skapa bilder i huvudet",Lyssna,Jönköping,19,16,3
"Skapa bilder i huvudet",Lyssna,Katrineholm,30,17,3
"Skapa bilder i huvudet",Lyssna,Krokslätt,3,6,13
"Skapa bilder i huvudet",Lyssna,Landskrona,16,14,11
"Skapa bilder i huvudet",Lyssna,Linköping,26,8,29
"Skapa bilder i huvudet",Lyssna,Lund,21,3,11
"Skapa bilder i huvudet",Lyssna,Nacka,5,22,8
"Skapa bilder i huvudet",Lyssna,Norrköping,22,13,20
"Skapa bilder i huvudet",Lyssna,Nyköping,22,24,29
"Skapa bilder i huvudet",Lyssna,Saltsjöbaden,26,4,13
"Skapa bilder i huvudet",Lyssna,Spånga,9,30,28
"Skapa bilder i huvudet",Lyssna,Trelleborg,8,20,26
"Skapa bilder i huvudet",Lyssna,Tumba,29,14,26
"Skapa bilder i huvudet",Lyssna,Tyresö,9,24,2
"Skapa bilder i huvudet",Lyssna,Täby,24,2,27
"Skapa bilder i huvudet",Lyssna,Uppsala,28,11,3
"Skapa bilder i huvudet",Lyssna,Uppsala Norra,6,19,20
"Skapa bilder i huvudet",Lyssna,Varberg,30,20,27
"Anteckningar",Lära Nytt,Borlänge,3,24,14
"Anteckningar",Lära Nytt,Borås,5,27,16
"Anteckningar",Lära Nytt,Enköping,6,25,22
"Anteckningar",Lära Nytt,Enskede,13,28,25
"Anteckningar",Lära Nytt,Fruängen,17,9,21
"Anteckningar",Lära Nytt,Gävle,24,22,29
"Anteckningar",Lära Nytt,Helsingborg,18,2,15
"Anteckningar",Lära Nytt,Jönköping,5,26,23
"Anteckningar",Lära Nytt,Katrineholm,28,4,2
"Anteckningar",Lära Nytt,Krokslätt,12,19,29
"Anteckningar",Lära Nytt,Landskrona,12,13,25
"Anteckningar",Lära Nytt,Linköping,7,17,1
"Anteckningar",Lära Nytt,Lund,1,23,16
"Anteckningar",Lära Nytt,Nacka,14,16,26
"Anteckningar",Lära Nytt,Norrköping,12,10,11
"Anteckningar",Lära Nytt,Nyköping,10,15,1
"Anteckningar",Lära Nytt,Saltsjöbaden,6,8,20
"Anteckningar",Lära Nytt,Spånga,22,30,28
"Anteckningar",Lära Nytt,Trelleborg,3,4,5
"Anteckningar",Lära Nytt,Tumba,13,25,12
"Anteckningar",Lära Nytt,Tyresö,2,25,13
"Anteckningar",Lära Nytt,Täby,9,27,22
"Anteckningar",Lära Nytt,Uppsala,14,15,12
"Anteckningar",Lära Nytt,Uppsala Norra,19,10,25
"Anteckningar",Lära Nytt,Varberg,24,26,18
"Anteckningar 2",Lära Nytt,Borlänge,12,7,21
"Anteckningar 2",Lära Nytt,Borås,14,4,20
"Anteckningar 2",Lära Nytt,Enköping,15,1,20
"Anteckningar 2",Lära Nytt,Enskede,30,11,18
"Anteckningar 2",Lära Nytt,Fruängen,1,30,19
"Anteckningar 2",Lära Nytt,Gävle,11,7,19
"Anteckningar 2",Lära Nytt,Helsingborg,11,5,17
"Anteckningar 2",Lära Nytt,Jönköping,28,19,20
"Anteckningar 2",Lära Nytt,Katrineholm,15,12,3
"Anteckningar 2",Lära Nytt,Krokslätt,24,16,2
"Anteckningar 2",Lära Nytt,Landskrona,26,1,30
"Anteckningar 2",Lära Nytt,Linköping,6,3,28
"Anteckningar 2",Lära Nytt,Lund,12,13,5
"Anteckningar 2",Lära Nytt,Nacka,30,26,25
"Anteckningar 2",Lära Nytt,Norrköping,19,6,13
"Anteckningar 2",Lära Nytt,Nyköping,6,21,15
"Anteckningar 2",Lära Nytt,Saltsjöbaden,17,24,18
"Anteckningar 2",Lära Nytt,Spånga,2,20,5
"Anteckningar 2",Lära Nytt,Trelleborg,9,11,21
"Anteckningar 2",Lära Nytt,Tumba,19,20,2
"Anteckningar 2",Lära Nytt,Tyresö,29,13,19
"Anteckningar 2",Lära Nytt,Täby,30,11,23
"Anteckningar 2",Lära Nytt,Uppsala,21,13,27
"Anteckningar 2",Lära Nytt,Uppsala Norra,10,1,6
"Anteckningar 2",Lära Nytt,Varberg,7,16,8
"Begreppsträning Lappar",Lära Nytt,Borlänge,14,2,5
"Begreppsträning Lappar",Lära Nytt,Borås,1,26,7
"Begreppsträning Lappar",Lära Nytt,Enköping,19,12,9
"Begreppsträning Lappar",Lära Nytt,Enskede,22,9,20
"Begreppsträning Lappar",Lära Nytt,Fruängen,27,26,3
"Begreppsträning Lappar",Lära Nytt,Gävle,18,15,14
"Begreppsträning Lappar",Lära Nytt,Helsingborg,8,29,24
"Begreppsträning Lappar",Lära Nytt,Jönköping,5,25,16
"Begreppsträning Lappar",Lära Nytt,Katrineholm,26,15,9
"Begreppsträning Lappar",Lära Nytt,Krokslätt,25,13,18
"Begreppsträning Lappar",Lära Nytt,Landskrona,27,26,17
"Begreppsträning Lappar",Lära Nytt,Linköping,20,7,21
"Begreppsträning Lappar",Lära Nytt,Lund,24,11,26
"Begreppsträning Lappar",Lära Nytt,Nacka,2,18,4
"Begreppsträning Lappar",Lära Nytt,Norrköping,30,1,27
"Begreppsträning Lappar",Lära Nytt,Nyköping,7,22,3
"Begreppsträning Lappar",Lära Nytt,Saltsjöbaden,5,21,14
"Begreppsträning Lappar",Lära Nytt,Spånga,22,17,18
"Begreppsträning Lappar",Lära Nytt,Trelleborg,17,20,9
"Begreppsträning Lappar",Lära Nytt,Tumba,30,3,26
"Begreppsträning Lappar",Lära Nytt,Tyresö,7,4,23
"Begreppsträning Lappar",Lära Nytt,Täby,11,19,4
"Begreppsträning Lappar",Lära Nytt,Uppsala,22,23,25
"Begreppsträning Lappar",Lära Nytt,Uppsala Norra,16,19,27
"Begreppsträning Lappar",Lära Nytt,Varberg,5,24,14
"Begreppsträning Memory",Lära Nytt,Borlänge,21,4,25
"Begreppsträning Memory",Lära Nytt,Borås,9,8,1
"Begreppsträning Memory",Lära Nytt,Enköping,8,18,16
"Begreppsträning Memory",Lära Nytt,Enskede,2,23,27
"Begreppsträning Memory",Lära Nytt,Fruängen,12,19,26
"Begreppsträning Memory",Lära Nytt,Gävle,26,20,7
"Begreppsträning Memory",Lära Nytt,Helsingborg,4,22,23
"Begreppsträning Memory",Lära Nytt,Jönköping,13,4,17
"Begreppsträning Memory",Lära Nytt,Katrineholm,7,21,22
"Begreppsträning Memory",Lära Nytt,Krokslätt,23,4,10
"Begreppsträning Memory",Lära Nytt,Landskrona,2,27,21
"Begreppsträning Memory",Lära Nytt,Linköping,13,1,4
"Begreppsträning Memory",Lära Nytt,Lund,8,16,23
"Begreppsträning Memory",Lära Nytt,Nacka,21,12,8
"Begreppsträning Memory",Lära Nytt,Norrköping,11,29,8
"Begreppsträning Memory",Lära Nytt,Nyköping,10,17,28
"Begreppsträning Memory",Lära Nytt,Saltsjöbaden,25,14,29
"Begreppsträning Memory",Lära Nytt,Spånga,4,25,17
"Begreppsträning Memory",Lära Nytt,Trelleborg,23,20,11
"Begreppsträning Memory",Lära Nytt,Tumba,30,13,6
"Begreppsträning Memory",Lära Nytt,Tyresö,21,10,5
"Begreppsträning Memory",Lära Nytt,Täby,25,15,5
"Begreppsträning Memory",Lära Nytt,Uppsala,24,4,28
"Begreppsträning Memory",Lära Nytt,Uppsala Norra,17,7,5
"Begreppsträning Memory",Lära Nytt,Varberg,23,19,20
"Bli bättre på att förstå ett nytt ämnesinnehåll",Lära Nytt,Borlänge,11,19,9
"Bli bättre på att förstå ett nytt ämnesinnehåll",Lära Nytt,Borås,17,20,29
"Bli bättre på att förstå ett nytt ämnesinnehåll",Lära Nytt,Enköping,26,20,8
"Bli bättre på att förstå ett nytt ämnesinnehåll",Lära Nytt,Enskede,20,13,21
"Bli bättre på att förstå ett nytt ämnesinnehåll",Lära Nytt,Fruängen,4,2,22
"Bli bättre på att förstå ett nytt ämnesinnehåll",Lära Nytt,Gävle,12,10,24
"Bli bättre på att förstå ett nytt ämnesinnehåll",Lära Nytt,Helsingborg,11,18,30
"Bli bättre på att förstå ett nytt ämnesinnehåll",Lära Nytt,Jönköping,4,24,14
